"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"ath03013","Genetic Information Processing","Translation","ath03013","Nucleocytoplasmic transport - Arabidopsis thaliana (thale cress)","90/3311","105/5596",0.857142857142857,1.4486775682789,5.58650020097002,2.43786173107859e-09,3.24235610233452e-07,2.38653832621378e-07,"AT1G07920/AT1G07930/AT1G07940/AT1G09270/AT1G11400/AT1G12930/AT1G13120/AT1G14850/AT1G15200/AT1G16610/AT1G24310/AT1G24706/AT1G26170/AT1G33410/AT1G33980/AT1G45233/AT1G51380/AT1G51510/AT1G55540/AT1G59660/AT1G64350/AT1G66260/AT1G72560/AT1G73240/AT1G75340/AT1G79280/AT1G80670/AT2G03820/AT2G05120/AT2G13540/AT2G16950/AT2G19430/AT2G29210/AT2G30050/AT2G31660/AT2G32790/AT2G39260/AT2G41620/AT2G45000/AT2G46520/AT3G01340/AT3G02420/AT3G02950/AT3G03110/AT3G04490/AT3G05040/AT3G05720/AT3G06000/AT3G06720/AT3G08943/AT3G08947/AT3G08960/AT3G14120/AT3G16310/AT3G20430/AT3G53110/AT3G56900/AT3G57350/AT3G57870/AT3G59020/AT3G63130/AT4G02150/AT4G24880/AT4G27640/AT4G32910/AT4G37130/AT4G38760/AT4G39680/AT5G02530/AT5G03070/AT5G05680/AT5G06120/AT5G09860/AT5G11170/AT5G11200/AT5G16790/AT5G17020/AT5G19320/AT5G19820/AT5G20010/AT5G37720/AT5G40480/AT5G42920/AT5G44200/AT5G47010/AT5G51200/AT5G53480/AT5G56130/AT5G59950/AT5G62600",90
"ath03018","Genetic Information Processing","Folding, sorting and degradation","ath03018","RNA degradation - Arabidopsis thaliana (thale cress)","95/3311","114/5596",0.833333333333333,1.40843652471559,5.30327338775071,1.91331829291204e-08,1.27235666478651e-06,9.36518953899051e-07,"AT1G02080/AT1G03905/AT1G06670/AT1G07705/AT1G08370/AT1G15920/AT1G21190/AT1G22760/AT1G26230/AT1G27820/AT1G27890/AT1G31500/AT1G34140/AT1G48650/AT1G49760/AT1G54440/AT1G55490/AT1G55870/AT1G59760/AT1G60080/AT1G65700/AT1G71770/AT1G75660/AT1G76630/AT1G76860/AT1G79090/AT1G80780/AT2G01130/AT2G03870/AT2G06990/AT2G17510/AT2G22480/AT2G25355/AT2G28000/AT2G28540/AT2G29560/AT2G30800/AT2G32070/AT2G32550/AT2G33210/AT2G35920/AT2G36530/AT2G36660/AT2G45810/AT3G03710/AT3G12990/AT3G13290/AT3G13300/AT3G13860/AT3G14080/AT3G20800/AT3G22270/AT3G23990/AT3G25430/AT3G44240/AT3G45630/AT3G46210/AT3G46960/AT3G52150/AT3G58560/AT3G58580/AT3G59810/AT3G60500/AT3G61240/AT3G61620/AT4G00660/AT4G14990/AT4G26270/AT4G27490/AT4G29220/AT4G29830/AT4G32175/AT4G32840/AT4G34110/AT4G37910/AT5G04895/AT5G09590/AT5G12980/AT5G13570/AT5G14580/AT5G18230/AT5G18820/AT5G25080/AT5G27720/AT5G35430/AT5G35910/AT5G42540/AT5G48870/AT5G53770/AT5G56500/AT5G56630/AT5G59460/AT5G59710/AT5G60170/AT5G61580",95
"ath03015","Genetic Information Processing","Translation","ath03015","mRNA surveillance pathway - Arabidopsis thaliana (thale cress)","96/3311","119/5596",0.80672268907563,1.36346124073308,4.8238828098605,3.8001770556129e-07,1.68474516132172e-05,1.24005777604211e-05,"AT1G03960/AT1G10430/AT1G11400/AT1G12920/AT1G13120/AT1G13190/AT1G13320/AT1G13460/AT1G15200/AT1G16610/AT1G17720/AT1G17760/AT1G17980/AT1G18070/AT1G22760/AT1G25490/AT1G27595/AT1G30460/AT1G33980/AT1G34140/AT1G49760/AT1G51380/AT1G51510/AT1G51690/AT1G54450/AT1G58470/AT1G59830/AT1G61010/AT1G64040/AT1G66260/AT1G69960/AT1G71770/AT1G71800/AT2G13540/AT2G25850/AT2G29210/AT2G29400/AT2G36480/AT2G36660/AT2G39260/AT2G39840/AT3G04680/AT3G07810/AT3G09100/AT3G09880/AT3G20650/AT3G21650/AT3G25800/AT3G26020/AT3G26030/AT3G46820/AT3G52150/AT3G52210/AT3G53110/AT3G58500/AT4G04885/AT4G14300/AT4G15415/AT4G26650/AT4G27650/AT4G32850/AT4G34110/AT4G36960/AT4G39680/AT5G01290/AT5G01400/AT5G02530/AT5G03470/AT5G10350/AT5G10630/AT5G11170/AT5G11200/AT5G13480/AT5G14530/AT5G18440/AT5G18580/AT5G19400/AT5G23880/AT5G25510/AT5G27840/AT5G28210/AT5G28850/AT5G28900/AT5G37720/AT5G43380/AT5G43620/AT5G44090/AT5G44200/AT5G47010/AT5G47880/AT5G51660/AT5G55670/AT5G58470/AT5G59160/AT5G59950/AT5G60940",96
"ath04144","Cellular Processes","Transport and catabolism","ath04144","Endocytosis - Arabidopsis thaliana (thale cress)","119/3311","154/5596",0.772727272727273,1.30600477746355,4.63495831056057,1.24156133853215e-06,4.12819145061939e-05,3.03855801272341e-05,"AT1G01960/AT1G02430/AT1G06400/AT1G08270/AT1G10290/AT1G10630/AT1G10870/AT1G10900/AT1G13180/AT1G13980/AT1G15130/AT1G22740/AT1G30825/AT1G47830/AT1G48790/AT1G52570/AT1G55180/AT1G59610/AT1G60430/AT1G60860/AT1G60890/AT1G70490/AT1G71790/AT1G73030/AT1G75850/AT1G77140/AT2G06530/AT2G15310/AT2G17790/AT2G17840/AT2G19830/AT2G26420/AT2G27600/AT2G30910/AT2G31300/AT2G36680/AT2G41210/AT2G42010/AT2G43160/AT2G47170/AT3G03120/AT3G05520/AT3G05630/AT3G07940/AT3G07960/AT3G08530/AT3G09900/AT3G09920/AT3G10640/AT3G11130/AT3G15060/AT3G15730/AT3G16100/AT3G16785/AT3G17660/AT3G20290/AT3G27000/AT3G45000/AT3G46060/AT3G46830/AT3G47810/AT3G51310/AT3G53120/AT3G53610/AT3G53710/AT3G54840/AT3G56960/AT3G59290/AT3G60860/AT3G62080/AT3G62290/AT4G00240/AT4G05000/AT4G05330/AT4G05520/AT4G09720/AT4G11830/AT4G11840/AT4G11850/AT4G12230/AT4G14147/AT4G16144/AT4G17890/AT4G18800/AT4G19003/AT4G19640/AT4G21160/AT4G21560/AT4G24280/AT4G26750/AT4G27040/AT4G27690/AT4G35380/AT4G35790/AT4G38200/AT5G03520/AT5G04850/AT5G04920/AT5G06140/AT5G11710/AT5G13300/AT5G13860/AT5G17060/AT5G19610/AT5G22770/AT5G22780/AT5G25370/AT5G39500/AT5G44560/AT5G45130/AT5G46630/AT5G46750/AT5G49910/AT5G53530/AT5G54310/AT5G60860/AT5G61980/AT5G63880/AT5G65274",119
"ath03050","Genetic Information Processing","Folding, sorting and degradation","ath03050","Proteasome - Arabidopsis thaliana (thale cress)","53/3311","61/5596",0.868852459016393,1.46846824544118,4.42815482038874,2.14944316042846e-06,5.7175188067397e-05,4.20838345094414e-05,"AT1G04810/AT1G09100/AT1G13060/AT1G16470/AT1G20200/AT1G29150/AT1G45000/AT1G47250/AT1G53750/AT1G53780/AT1G53850/AT1G56450/AT1G64750/AT1G75990/AT1G77440/AT1G79210/AT2G05840/AT2G20580/AT2G26590/AT2G27020/AT2G32730/AT3G05530/AT3G11270/AT3G13330/AT3G14290/AT3G22110/AT3G22630/AT3G26340/AT3G27430/AT3G51260/AT3G60820/AT4G14800/AT4G15165/AT4G19006/AT4G24820/AT4G28470/AT4G29040/AT4G31300/AT4G38630/AT5G05780/AT5G09900/AT5G19990/AT5G20000/AT5G23540/AT5G35590/AT5G38650/AT5G40580/AT5G42790/AT5G43010/AT5G45620/AT5G57950/AT5G64760/AT5G66140",53
"ath01210","Metabolism","Global and overview maps","ath01210","2-Oxocarboxylic acid metabolism - Arabidopsis thaliana (thale cress)","81/3311","103/5596",0.786407766990291,1.32912650681899,4.05801087790435,2.00110978048632e-05,0.000443579334674468,0.000326496858921453,"AT1G10060/AT1G10070/AT1G14810/AT1G17290/AT1G18500/AT1G23310/AT1G24180/AT1G30120/AT1G31180/AT1G32480/AT1G34430/AT1G44820/AT1G48030/AT1G50110/AT1G54220/AT1G54340/AT1G55510/AT1G59900/AT1G65930/AT1G70580/AT1G72330/AT1G74040/AT1G80560/AT1G80600/AT2G05710/AT2G13360/AT2G17130/AT2G19940/AT2G22330/AT2G22910/AT2G30970/AT2G31810/AT2G34590/AT2G37500/AT2G38400/AT2G42790/AT2G43090/AT2G44350/AT3G06850/AT3G13450/AT3G13930/AT3G16950/AT3G17240/AT3G19710/AT3G23940/AT3G25860/AT3G48560/AT3G49680/AT3G52200/AT3G55410/AT3G58610/AT3G58740/AT3G58750/AT4G13430/AT4G13770/AT4G16155/AT4G17830/AT4G26910/AT4G26970/AT4G31500/AT4G31990/AT4G35260/AT4G35830/AT4G37670/AT4G39660/AT5G03290/AT5G05260/AT5G09300/AT5G11520/AT5G13280/AT5G14060/AT5G14200/AT5G14590/AT5G19550/AT5G23010/AT5G23020/AT5G35917/AT5G50850/AT5G55070/AT5G65750/AT5G65780",81
"ath00020","Metabolism","Carbohydrate metabolism","ath00020","Citrate cycle (TCA cycle) - Arabidopsis thaliana (thale cress)","52/3311","64/5596",0.8125,1.3732256115977,3.61457194354905,0.000134285529319218,0.00255142505706514,0.00187797807920109,"AT1G04410/AT1G09430/AT1G10670/AT1G24180/AT1G30120/AT1G32480/AT1G34430/AT1G48030/AT1G53240/AT1G54220/AT1G54340/AT1G59900/AT1G65930/AT2G05710/AT2G17130/AT2G18450/AT2G20420/AT2G22780/AT2G34590/AT2G42790/AT2G44350/AT2G47510/AT3G13930/AT3G16950/AT3G17240/AT3G25860/AT3G27380/AT3G52200/AT3G55410/AT3G58740/AT3G58750/AT4G16155/AT4G26910/AT4G26970/AT4G32210/AT4G35260/AT4G35830/AT5G03290/AT5G08300/AT5G09600/AT5G09660/AT5G14590/AT5G23250/AT5G40650/AT5G49460/AT5G50850/AT5G50950/AT5G55070/AT5G56720/AT5G65690/AT5G65750/AT5G66760",52
"ath03022","Genetic Information Processing","Transcription","ath03022","Basal transcription factors - Arabidopsis thaliana (thale cress)","45/3311","55/5596",0.818181818181818,1.38282858790258,3.43422040819554,0.000281645583769558,0.00468235783016891,0.00344645253823275,"AT1G02680/AT1G03190/AT1G03280/AT1G04950/AT1G07470/AT1G07480/AT1G12400/AT1G17440/AT1G18040/AT1G18340/AT1G20000/AT1G32750/AT1G54140/AT1G54360/AT1G55520/AT1G55750/AT1G62886/AT1G66750/AT1G73690/AT1G73960/AT1G75510/AT3G02160/AT3G10070/AT3G10330/AT3G13445/AT3G19040/AT3G29380/AT3G52270/AT3G61420/AT4G12610/AT4G17020/AT4G20280/AT4G20330/AT4G20340/AT4G20810/AT4G21010/AT4G30820/AT4G34340/AT4G36650/AT5G15570/AT5G25150/AT5G27620/AT5G41360/AT5G41370/AT5G43130",45
"ath00563","Metabolism","Glycan biosynthesis and metabolism","ath00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Arabidopsis thaliana (thale cress)","26/3311","29/5596",0.896551724137931,1.51528343348712,3.34866036548994,0.000338051248258022,0.00499564622425744,0.0036770486652627,"AT1G08750/AT1G11880/AT1G12730/AT1G16560/AT1G53710/AT1G57600/AT1G63110/AT1G74340/AT2G22530/AT2G27340/AT2G39445/AT3G01380/AT3G07140/AT3G07180/AT3G27325/AT3G45100/AT3G57170/AT3G58130/AT4G17910/AT4G35530/AT5G14850/AT5G17250/AT5G19130/AT5G22130/AT5G46850/AT5G62130",26
"ath00620","Metabolism","Carbohydrate metabolism","ath00620","Pyruvate metabolism - Arabidopsis thaliana (thale cress)","73/3311","97/5596",0.752577319587629,1.27194886149573,3.25212916298313,0.000610677285408801,0.00812200789593705,0.00597820921505458,"AT1G04410/AT1G06130/AT1G08110/AT1G11840/AT1G18500/AT1G23800/AT1G24180/AT1G30120/AT1G32440/AT1G34430/AT1G36160/AT1G36180/AT1G44170/AT1G48030/AT1G53240/AT1G53310/AT1G54100/AT1G54220/AT1G59900/AT1G67280/AT1G74040/AT1G79750/AT2G13560/AT2G19900/AT2G22780/AT2G31350/AT2G34590/AT2G36580/AT2G37790/AT2G38040/AT2G38860/AT2G42600/AT2G43430/AT2G47510/AT3G02720/AT3G13930/AT3G14940/AT3G16910/AT3G16950/AT3G17240/AT3G25860/AT3G48000/AT3G49160/AT3G52200/AT3G52990/AT3G54600/AT3G55810/AT4G00570/AT4G15530/AT4G16155/AT4G17260/AT4G34240/AT5G03860/AT5G08570/AT5G09660/AT5G11670/AT5G15530/AT5G16390/AT5G24760/AT5G25880/AT5G35360/AT5G36880/AT5G43940/AT5G47720/AT5G48230/AT5G50850/AT5G50950/AT5G52920/AT5G56350/AT5G56720/AT5G58330/AT5G63680/AT5G65690",73
